<unk>	0.13526995583530815	0.45369852626347074	0.23321687497447582	0.2118500779609664	-0.19939386114092744	0.039009364633715626	-0.10290265925764625	0.0996235305262563	-0.18793771522809952	0.12850858467884518	-0.07165803132045828	0.4289086199390098	0.34472720722523253	-0.29585172601458587	-0.20244164157167888
the	-0.09068002121054416	-0.2370687208945832	-0.8404556455057393	-0.14756211910371803	0.26665600718567783	0.36622960147922284	0.41107366358908526	-0.9753353355979358	-0.16538914833981777	-0.7520990787492114	-0.4629506539265281	-0.04024670154762841	0.20632390808935863	0.001578945469624865	0.7935545608891884
rock	-0.016780666525925914	-1.9541016722890658	-1.6339323851292509	-1.4654080832072272	-0.2657630446258108	1.6256991634902156	-0.20205327528998734	-0.28038652563945177	0.3314583861313204	-0.2415257626743339	-0.06768120752548779	-0.05610472698709727	0.10615121313927078	-0.19821843754554813	1.5497653333688644
is	-0.5899842827255889	-0.28332313363364126	-0.32210174724761054	-1.0380597792519308	0.10026999776920731	-0.3910825429640393	-0.6778106554450831	-0.09854250275318899	-0.4993341575911858	-0.659150959256023	0.8602115101439498	-0.8372197550314937	-1.049256008826051	-0.7150490635901852	0.4435021549902063
to	0.3208272353852616	0.2785515281253117	0.9839654698988958	-0.8853024747665699	-0.41848325080335746	-0.49615914210003026	0.9322049117889486	-0.9297983320145068	-0.20888131518817243	-0.08744867344362983	1.3934935886698707	1.1427087854202584	-0.26185418791900794	-0.1005086191510352	0.9484048155898155
be	-0.1602156719593989	0.05401746834526466	1.362773329924818	-0.8480466075096752	-1.4307503223528464	0.5846615642861999	0.33187040638340304	0.322194315584989	-0.2047837169250868	0.39778986894855084	1.7264483899936667	1.6562327571187665	0.48502506973073156	-0.35760680461188016	1.5250218770709703
21st	2.1783806435270154	-2.3847056170190135	-0.6696401197955115	0.719041912287255	0.980101642008697	1.7055811878826344	1.077708624927907	-1.9908873218817753	0.04335914952241482	1.2324314458013204	-0.031489556144063124	1.8228495560155524	1.2725527116491788	1.474349482149645	2.7528105239559766
century	1.6465081571579223	-2.1534940784706302	-0.6446955061965423	0.8664969701738413	0.28425303707503463	1.7906187940887996	0.2996364694617405	-1.2186135555176754	-0.541895937608055	1.462689718481153	0.17735368528788675	0.21934489867358617	0.2549939746078194	0.761940393575383	2.9127166723521087
's	-1.189518556173827	0.3882612261092548	-0.06403103609515814	-0.6703785314069015	-0.35537888116160693	-0.7175142636442509	0.43041424754370455	-0.7775534644184945	0.8483637507671188	-0.4503074627638949	0.24294450186710748	-0.2804777863760192	-1.8639326309915787	-0.0020574949273906573	0.5677993160176404
new	1.355917493228363	0.05897067695389224	-0.9057795983301977	0.6494432256938133	0.09310435349178317	0.17686880992470383	0.6506593540588494	-0.8564088957750535	0.09101705171683389	0.8765323973933011	-0.050185175932600634	0.46092652833016406	-0.13175476613356685	-0.6375906341594881	1.8274592486804746
``	0.32213944211738377	0.3135059585142075	-2.2678599755626854	1.443134822075299	-0.5549195063121147	-0.10004698156664082	-0.0012313197034622136	1.865020198160828	0.5884441926980759	-1.3258334591944858	1.1640720602685137	-0.41339360089841015	-0.8944216834169654	-0.5996642287769056	1.3445267710955637
''	-0.9174621287859657	0.272456457841209	-1.6077409792785424	1.308670987955321	-0.240820730210594	0.607489675411694	-0.4776268186827952	1.6896254840338023	0.4601611475259906	-1.5446372199225804	0.821160394631055	0.34948643161241905	-1.2741199454126466	-0.02893713905197326	1.7468116956933597
and	0.13376884711903902	-0.45231675655352105	-0.5084915832906399	-0.09214481201227787	0.18105053808319244	-0.5191654023824719	0.20429379276948229	-0.5807469841682237	-1.0927031808862604	-0.2449225317104198	0.3761560879098258	-0.9263446613418631	0.674239334440996	-0.32585631816036204	-0.4865267314972071
that	-0.13553998268226858	-0.34417047996562755	-0.5666783301896424	0.2019841229669035	-1.2249081091596459	-0.11275182589700289	-0.02496445853700216	0.3781987471821337	-0.28952864738701223	-0.5803492978560356	0.8513421880499173	0.23027485446939394	-0.2980546833329376	-0.44770994488979066	1.2592210052146
he	-0.34908759807438067	0.3601573802159157	0.0008138463040475719	0.23787574561224267	-1.3428951640306868	-0.6200479819225564	0.2843031400346088	0.14068979254151429	0.6342026791096282	-0.07387789574888387	1.526785122053076	-0.4800768645714769	-1.058020846406532	-0.13312338310100288	0.4374316344065205
going	-0.2487528912367934	0.6211891048505037	-0.29324238724258733	-0.15818941343898468	-1.265261960061466	-0.40409894508180877	1.5549372858070996	0.18845055578727912	0.9253174748259991	0.12043946368658964	0.5466680141638363	1.0458014507213265	-0.6636387152073616	0.7748820855622645	0.2707349555267071
make	-0.24386210127770613	0.1479634643760188	0.6606845281159938	-0.8586804107441937	0.3759900973241439	1.034496961542147	0.6431757645279159	-0.11426829094623375	-0.5347676089813489	0.6030780288938589	1.7020717032631758	0.9583490248763813	0.3657731815179631	0.6098175461780623	0.9813440978854016
